Start Date,End Date,Num,Default Ordering,Purple,Blue,Orange,Green,Yellow,Brown,White,Black,Asian,Hispanic,American_Indian,Others,Original Model Ordering,Purple,Blue,Orange,Green,Yellow,Brown,White,Black,Asian,Hispanic,American_Indian,Others,In-cluster Ordering,Purple,Blue,Orange,Green,Yellow,Brown,White,Black,Asian,Hispanic,American_Indian,Others,No-Sanitarian Model Overall,Purple,Blue,Orange,Green,Yellow,Brown,White,Black,Asian,Hispanic,American_Indian,Others,No-Sanitarian Model Incluster,Purple,Blue,Orange,Green,Yellow,Brown,White,Black,Asian,Hispanic,American_Indian,Others,Color Model,Purple,Blue,Orange,Green,Yellow,Brown,White,Black,Asian,Hispanic,American_Indian,Others,Suppressed Sanitarian Model,Purple,Blue,Orange,Green,Yellow,Brown,White,Black,Asian,Hispanic,American_Indian,Others,Baseline Fairlogloss Model-DP-Overall-SanMaj,Purple,Blue,Orange,Green,Yellow,Brown,White,Black,Asian,Hispanic,American_Indian,Others,Baseline Fairlogloss Model-DP-Overall-SanMaj-C0.5,Purple,Blue,Orange,Green,Yellow,Brown,White,Black,Asian,Hispanic,American_Indian,Others,Baseline Fairlogloss Model-EqOpp-Overall-SanMaj,Purple,Blue,Orange,Green,Yellow,Brown,White,Black,Asian,Hispanic,American_Indian,Others,Baseline Zafar c0.001,Purple,Blue,Orange,Green,Yellow,Brown,White,Black,Asian,Hispanic,American_Indian,Others,Baseline Krishnaswamy Preds,Purple,Blue,Orange,Green,Yellow,Brown,White,Black,Asian,Hispanic,American_Indian,Others
2012-10-30,2012-12-29,896,27.68862,29.69697,29.20721,27.38172,24.90265,33.86061,23.23239,28.43417,26.63746,30.02859,26.07119,24.06275,27.05642,27.68862,1.181818,6.828829,17.92473,29.08407,41.00606,51.40845,24.70989,28.54781,28.8327,32.05384,32.76245,24.97443,27.68862,29.69697,29.20721,27.38172,24.90265,33.86061,23.23239,27.40996,22.30115,29.26545,30.42685,27.93118,28.54248,27.68862,17.81818,23.69369,32.56452,24.34956,27.27273,34.80986,24.1012,25.81825,27.54848,35.14318,29.59704,25.15071,27.68862,29.69697,29.20721,27.38172,24.90265,33.86061,23.23239,26.2725,22.86077,29.32332,32.16012,28.01103,27.10002,27.68862,29.69697,29.20721,27.38172,24.90265,33.86061,23.23239,27.78959,23.21959,28.8801,29.45658,27.15678,28.17275,27.68862,17.39394,25.93694,31.51613,25.50885,28.69091,31.1338,25.65185,24.79812,28.19396,32.63237,29.25237,26.97308,27.68862,1.257576,6.72973,49.79032,25.64602,28.44242,29.78169,23.24608,32.88895,28.80388,32.40713,29.34461,22.15201,27.68862,19.77273,28.18018,32.7043,34.30973,23.78788,18.40845,27.81517,26.63057,28.4704,27.7139,26.02451,27.9697,27.68862,1.242424,6.810811,23.13441,25.94248,40.95152,49.6338,24.23267,29.32697,27.67596,32.971,29.99806,24.48886,27.68862,20.69697,32.72973,27.56452,24.10619,32.23636,27.57746,27.23667,27.9331,26.26658,28.85818,25.52274,28.62474,27.68862,23.71212,27.90991,28.65054,22.84071,28.64242,34.71127,26.41646,27.18784,25.0958,31.21835,30.65506,27.80065
2012-08-30,2012-10-29,953,31.45016,29.56,29.09677,32.74286,31.0625,28.31646,35.27778,30.26813,31.70562,30.39283,32.7282,31.95047,32.27775,31.45016,4.08,11.91935,22.67755,38.35855,49.25316,56.19048,28.67991,32.69817,32.9006,34.78011,25.8976,27.84921,31.45016,29.56,29.09677,32.74286,31.0625,28.31646,35.27778,30.01678,28.42961,30.65587,35.48735,28.14718,31.06626,31.45016,21.10667,27.62097,35.24898,29.88816,30.89873,38.10317,28.2238,29.76552,30.12428,37.61643,25.55697,30.1651,31.45016,29.56,29.09677,32.74286,31.0625,28.31646,35.27778,29.27298,28.22513,30.74952,36.92363,26.66213,30.97849,31.45016,29.56,29.09677,32.74286,31.0625,28.31646,35.27778,30.8436,26.22033,30.68162,36.04216,24.55449,31.21568,31.45016,24.73333,27.26613,34.25306,31.10197,30.70886,35.42063,29.55559,29.00471,30.59343,35.80658,27.332,30.70002,31.45016,6.733333,13.04032,51.43265,27.52632,37.81013,30.90476,26.23631,36.14996,27.69019,36.55216,19.24994,26.812,31.45016,17.05333,27.6129,38.17143,38.05921,24.48101,19.15079,30.12791,30.28498,32.61344,33.79301,26.96053,29.79719,31.45016,4.226667,11.85484,28.10204,34.51974,49,55.03968,27.46323,34.13548,31.14846,35.82563,23.08261,27.28988,31.45016,29.10667,29.29839,32.24082,29.81908,33.75949,35.9127,29.75344,34.33654,28.55422,32.67008,29.02841,30.18176,31.45016,25.34667,33.54032,35.14286,26.58224,29.34177,38.9127,28.30708,31.45052,28.58737,36.50232,25.2577,31.27888
2012-06-30,2012-08-29,826,32.7385,25.6,31.35772,35.7868,33.03279,33.06667,31.54701,31.69256,33.30973,32.07796,34.3007,30.95047,33.47712,32.7385,2.490909,11.46341,25.60406,39.01639,48.78889,55.89744,31.08664,33.40205,36.19738,33.6568,31.98888,31.43184,32.26998,25.6,31.35772,35.7868,33.03279,30.06667,30.54701,31.3525,30.70743,32.95863,34.71611,29.12592,31.18887,32.7385,23.14545,30.10569,35.86294,29.56557,32.91111,41.23932,30.33621,32.31402,31.81372,37.69507,28.2985,30.18987,32.26998,25.6,31.35772,35.7868,33.03279,30.06667,30.54701,30.94992,30.06942,32.43327,36.1489,30.06072,30.24095,32.26998,25.6,31.35772,35.7868,33.03279,30.06667,30.54701,31.47114,30.14475,31.86719,35.37747,29.51629,31.26271,32.7385,24.94545,30.69919,34.6599,30.79508,32.85556,39.2735,31.27039,32.02936,32.97728,35.74105,28.82962,31.19292,32.7385,3.036364,11.68293,53.37056,28.9959,35.42222,39.83761,28.97781,38.08625,29.37188,37.04105,24.90806,29.27796,32.7385,18.92727,28.56911,42.6802,37.69262,27.46667,20.59829,32.58355,32.99791,33.0131,32.77269,28.01047,32.09848,32.7385,2.6,11.58537,30.59391,35.44672,48.75556,54.78632,30.16815,35.17366,34.88812,34.59176,29.53055,30.58449,32.7385,27.8,37.78862,33.69543,29.06148,29.43333,38.35043,29.9484,37.73043,30.23931,35.13346,30.27019,30.84789,32.7385,23.23636,34.47967,35.24873,28.55738,30.32222,41.7265,29.81016,34.04014,28.90896,38.59124,30.30958,30.28857
2012-04-30,2012-06-29,932,29.99678,33.16,27.33588,30.67532,27.20209,35.12195,32.66667,29.19422,30.2089,29.08632,31.91297,24.69809,29.25306,29.99678,2.186667,8.862595,22.58874,36.77352,46.41463,55.98413,29.04827,29.56385,30.00195,32.23563,21.83896,28.09566,29.78112,32.16,27.33588,30.67532,27.20209,35.12195,31.66667,28.49108,31.38363,28.48949,31.66366,24.81584,29.75334,29.99678,22.50667,27.1145,32.671,27.42509,25.92683,41.05556,27.56437,32.56763,24.962,34.95868,20.56699,28.6214,29.78112,32.16,27.33588,30.67532,27.20209,35.12195,31.66667,27.76297,31.10571,26.56511,33.9498,21.33814,29.19285,29.78112,32.16,27.33588,30.67532,27.20209,35.12195,31.66667,29.58388,27.83174,31.11667,30.64573,28.92257,30.10255,29.99678,25.8,26.0916,32.06926,29.16725,25.5,37.57143,28.55324,32.08418,27.29283,32.46811,24.86785,29.14901,29.99678,6.32,22.37405,42.06494,26.62369,31.85366,36.36508,28.57302,31.26567,27.92762,32.77657,22.32547,28.41739,29.99678,18.08,24.74809,34.68831,37.28571,25.93902,19.98413,29.94886,28.38138,31.42762,30.63268,24.72526,28.40685,29.99678,2.373333,8.885496,27.16883,33.65157,45.84146,54.93651,28.38937,30.88535,28.82464,33.14386,21.39073,27.75628,29.99678,31.46667,29.71756,32.63203,29.01045,23.2439,31.22222,28.3572,34.68619,26.78766,31.53186,30.33966,29.83314,29.99678,22.36,30.54198,33.94372,26.09408,25.52439,38.53968,26.88656,33.67912,23.63754,36.077,19.31981,28.98959
2012-02-29,2012-04-29,968,27.26963,27.70513,25.79518,25.12121,28.42587,29.5,27.90244,28.20444,26.78268,29.7802,26.13933,29.43245,27.2191,27.26963,1.525641,8.63253,17.5101,33.33438,46.72093,55.22764,26.96285,22.6622,27.32606,31.47522,23.31257,26.55349,27.26963,27.70513,25.79518,25.12121,28.42587,29.5,27.90244,26.13287,26.30647,26.83772,28.43171,24.32405,26.57283,27.26963,19.55128,26.78313,31.67172,23.84543,26.97674,34.76423,24.353,28.04529,24.70878,30.74511,21.66758,24.98194,27.26963,27.70513,25.79518,25.12121,28.42587,29.5,27.90244,25.31173,26.99034,25.86828,30.00857,20.80819,25.82218,27.26963,27.70513,25.79518,25.12121,28.42587,29.5,27.90244,25.61768,27.50899,25.52099,28.28681,29.68265,27.14264,27.26963,24.58974,25.92169,31.01515,25.5205,25.65116,30.39837,25.66912,26.80752,26.20544,28.65695,24.71981,26.20798,27.26963,17.33333,31.34337,35.43939,22.98738,24.96512,27.56911,25.9187,28.16125,26.59432,27.26327,27.93234,25.67647,27.26963,13.41026,23.16265,33.10606,35.66246,22.73256,13.74797,26.77979,24.74098,28.30008,28.75224,25.24083,26.82707,27.26963,1.705128,8.596386,25.36364,29.08517,47.04651,53.2439,26.09307,23.06583,26.8384,31.9852,22.25315,25.87763,27.26963,29.88462,27.55422,27.52525,28.37539,23.10465,24.87805,26.20409,29.84463,26.04121,28.66445,27.18646,27.15765,27.26963,30.5641,27.42169,28.68687,24.59937,25.72093,30.65854,25.17013,28.26554,23.03544,31.81774,27.29894,26.30643
2011-12-30,2012-02-28,815,25.9681,29.35821,24.0365,27.59777,26.38017,23.7,24.4,26.66821,23.43843,27.67783,26.34452,29.32643,25.86105,25.9681,1.38806,6.678832,20.00559,31.1281,41.8375,51.77273,24.4742,21.94547,25.4183,30.76282,25.27292,23.86512,25.88589,28.35821,24.0365,27.59777,26.38017,23.7,24.4,24.54713,27.78331,23.7737,26.94892,29.78819,23.70602,25.9681,18.70149,26.10949,27.82123,21.96694,25.3125,36.48182,23.05177,28.74963,21.48402,29.0636,25.14746,22.96119,25.88589,28.35821,24.0365,27.59777,26.38017,23.7,24.4,24.09586,27.80894,22.20931,27.9188,26.65914,23.32072,25.88589,28.35821,24.0365,27.59777,26.38017,23.7,24.4,24.11188,28.65534,24.72886,26.60945,27.59037,24.72342,25.9681,23.19403,24.43796,27.8324,23.74793,23.875,32.93636,24.08595,27.93176,23.38935,27.78423,28.33504,23.74315,25.9681,5.447761,22.93431,40.2514,24.56198,25.7875,22.22727,24.80524,26.69017,24.93336,27.24298,23.56104,25.28702,25.9681,13.70149,21.69343,27.21229,32.54545,32.225,17.71818,26.02136,25.45145,26.99004,26.03466,25.03488,25.39599,25.9681,1.462687,6.781022,24.15084,28.28926,42.5,50.61818,23.96955,22.83365,24.66336,31.01013,24.23174,23.59571,25.9681,27.91045,26.13869,26.79888,26.06612,22.525,25.50909,24.68649,27.85637,24.77925,26.65584,29.17847,24.97035,25.9681,25.01493,27.14599,26.07821,23.78512,28.825,27.62727,23.86835,28.64453,23.38625,27.49078,21.89306,25.41069
2011-10-30,2011-12-29,874,25.06865,20.64103,26,24.6,24.53804,28.1,27.84259,24.92748,23.05417,25.05748,25.19391,28.96872,24.82432,25.06865,0.4615385,4.226891,15.68636,31.98913,42.9,49.14815,26.50535,19.6299,26.22272,26.25502,22.32664,24.05694,25.04577,20.64103,26,24.6,24.53804,27.1,27.84259,24.51822,23.26165,24.62246,27.24815,22.79533,24.63997,25.06865,12.48718,27.57143,28.55909,21.26359,24,32.90741,22.94087,24.42093,21.3509,30.05851,23.46586,23.91361,25.04577,20.64103,26,24.6,24.53804,27.1,27.84259,23.91411,23.37704,22.93806,28.85144,23.57894,24.06228,25.04577,20.64103,26,24.6,24.53804,27.1,27.84259,24.30116,24.8447,25.07681,25.24392,27.65384,24.01867,25.06865,15.64103,25.61345,26.75,23.94022,17.95,29.61111,24.13132,23.46084,23.96642,27.89342,23.10763,24.44021,25.06865,0.4615385,27.41176,43.09091,18.61957,26.35,16.39815,21.68591,28.60973,19.24294,29.03486,26.98901,22.32229,25.06865,9.282051,18.19328,28.05,30.43207,14.6,15.93519,25.99576,22.5128,24.3035,24.94446,25.63662,24.05231,25.06865,0.4615385,4.285714,23.22727,27.64402,40.85,48.90741,24.86094,21.63966,23.42605,28.20205,21.71184,23.07141,25.06865,20.61538,28.89916,24.53636,24.59239,19.3,26.23148,24.8429,25.23747,25.73414,25.86761,27.53794,25.30174,25.06865,19.02564,33.42017,26.94545,20.02717,34.5,29.65741,22.25263,28.79683,22.04316,29.17849,26.11823,24.62375
2011-08-30,2011-10-29,822,31.42701,26.36957,33.92373,32.64854,30.74006,28.1875,30.40789,30.41457,32.83857,30.60669,31.84874,36.31707,31.89152,31.42701,3.369565,10.5339,22.87866,42.55963,53.5,55.18421,33.09587,25.16555,34.90767,31.89857,31.61637,32.2534,31.23236,26.36957,33.92373,32.64854,30.74006,18.1875,30.40789,30.48533,30.59325,32.15373,32.25518,28.22694,31.83574,31.42701,25.80435,29.31356,35.68619,27.1896,42,40.72368,28.82018,32.19809,29.97871,35.37017,26.94822,30.31621,31.23236,26.36957,33.92373,32.64854,30.74006,18.1875,30.40789,29.35966,31.62143,30.57965,34.07528,NA,30.37127,31.23236,26.36957,33.92373,32.64854,30.74006,18.1875,30.40789,31.14602,31.74193,31.35575,30.20872,NA,31.01702,31.42701,29.13043,28.4322,33.52301,30.15902,29.5,36.73684,30.66274,30.00504,32.51535,32.92452,28.95529,31.95122,31.42701,3.391304,10.63559,51.43096,26.10092,44.875,37.85526,28.65197,30.27006,26.86498,37.56947,29.68915,29.73538,31.42701,15.28261,28.13559,38.18828,33.22018,25.0625,18.67105,30.0718,30.64091,29.99045,34.03839,25.52415,29.36098,31.42701,3.434783,10.51695,30.3682,37.13761,54.125,54.81579,31.44626,26.10708,32.66204,34.35437,29.32488,31.05816,31.42701,28.67391,39.35593,33.77406,26.89297,33.875,32.39474,30.06643,35.52873,30.45257,31.63674,30.77845,32.4456,31.42701,24.56522,34.60169,37.66527,23.47095,38.1875,43.84211,27.74618,34.97942,26.69159,36.79591,26.32948,29.88689
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29.5717175,28.60810688,29.46603875,29.924635,29.37167688,30.0332325,29.25528625,29.6008075,29.3941925,29.29404813,29.64183813,28.70052438,29.587615,29.5717175,2.601113031,9.563448438,22.09573813,34.753235,46.926595,55.02029688,28.74246875,28.0451825,29.94364,32.17248313,27.98862438,27.84371563,29.17061375,28.10810688,29.02853875,29.674635,29.05917688,28.8457325,28.63028625,28.24519438,28.4497975,29.05095188,31.08664313,28.38624813,28.71121313,29.5717175,22.68969438,27.4085725,33.0108225,27.02396188,29.83477188,37.03784438,26.955415,30.230915,27.88396188,34.1351575,26.75936,27.75978438,29.17061375,28.10810688,29.02853875,29.674635,29.05917688,28.8457325,28.63028625,27.44691938,28.6763375,28.38961875,32.64857813,26.88091267,28.05861313,29.17061375,28.10810688,29.02853875,29.674635,29.05917688,28.8457325,28.63028625,28.49628938,28.70686375,29.28851875,30.22322375,29.190352,28.72651188,29.5717175,25.3487325,27.34953938,31.83439813,28.30864188,29.155895,33.1254025,28.24791813,29.21771,29.16185563,32.04634188,28.61992125,28.6987375,29.5717175,8.488030219,17.97216188,47.035535,26.93519938,31.53451125,31.69347875,26.91922063,31.40801125,27.73684125,33.35382375,25.66750688,27.1634425,,,,,,,,,,,,,,29.5717175,2.706990906,9.5347815,27.253195,31.82151188,46.4596,53.10626813,27.92798688,28.88973375,29.10622063,33.16511438,26.96209813,27.3471875,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2.387683572,3.480357966,2.842473525,3.015684744,2.800790279,2.906332537,3.625784691,2.223278182,3.366628104,2.207988989,2.885784711,3.473913427,2.626883978,2.387683572,1.278106766,2.529663502,3.70165345,4.0475681,3.721761211,2.669749242,2.454572979,4.926438044,3.11967651,2.54002561,4.99305861,2.452471367,2.243803146,3.198445076,2.60033714,2.911401233,2.798356202,4.148759551,3.360397044,2.223540428,2.98185961,2.736766602,2.508359793,3.5772967,2.405303734,2.387683572,4.983627146,1.942559498,2.430380382,3.743853891,4.350853054,3.335537249,2.469402738,3.185987551,3.425632222,2.513503218,3.948480069,2.527482857,2.243803146,3.198445076,2.60033714,2.911401233,2.798356202,4.148759551,3.360397044,2.28373565,2.955052177,3.132757249,2.509519771,4.035614497,2.338244925,2.243803146,3.198445076,2.60033714,2.911401233,2.798356202,4.148759551,3.360397044,2.401259513,3.013817348,2.611891882,3.081045764,3.609591402,2.262134133,2.387683572,4.834639693,1.812989612,2.506719812,3.110520007,4.133785323,3.841019426,2.387599558,3.181997217,2.98242024,2.550848307,3.71217884,2.528701274,2.387683572,8.682066799,7.389534717,6.450043489,3.618706871,5.688440131,6.755119115,2.591829937,3.076813573,3.449705363,3.525052524,3.682912092,2.70694347,,,,,,,,,,,,,,2.387683572,1.318802972,2.484393359,3.079912121,3.954834009,3.817208986,2.376329667,2.397708104,4.927048288,3.027820432,2.357772604,4.729830151,2.442511105,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.596920893,0.8700894916,0.7106183812,0.7539211859,0.7001975697,0.7265831342,0.9064461728,0.5558195454,0.8416570261,0.5519972472,0.7214461778,0.8684783568,0.6567209945,0.596920893,0.3195266916,0.6324158754,0.9254133624,1.011892025,0.9304403028,0.6674373105,0.6136432448,1.231609511,0.7799191276,0.6350064026,1.248264653,0.6131178417,0.5609507866,0.7996112691,0.6500842849,0.7278503083,0.6995890506,1.037189888,0.840099261,0.555885107,0.7454649025,0.6841916505,0.6270899481,0.8943241749,0.6013259334,0.596920893,1.245906787,0.4856398744,0.6075950955,0.9359634727,1.087713263,0.8338843123,0.6173506845,0.7964968876,0.8564080555,0.6283758045,0.9871200172,0.6318707143,0.5609507866,0.7996112691,0.6500842849,0.7278503083,0.6995890506,1.037189888,0.840099261,0.5709339125,0.7387630443,0.7831893121,0.6273799428,1.041991183,0.5845612311,0.5609507866,0.7996112691,0.6500842849,0.7278503083,0.6995890506,1.037189888,0.840099261,0.6003148783,0.753454337,0.6529729704,0.7702614411,0.9319924923,0.5655335332,0.596920893,1.208659923,0.4532474029,0.626679953,0.7776300018,1.033446331,0.9602548566,0.5968998896,0.7954993042,0.7456050599,0.6377120767,0.9280447101,0.6321753185,0.596920893,2.1705167,1.847383679,1.612510872,0.9046767178,1.422110033,1.688779779,0.6479574842,0.7692033933,0.8624263407,0.881263131,0.9207280229,0.6767358675,,,,,,,,,,,,,,0.596920893,0.329700743,0.6210983399,0.7699780301,0.9887085022,0.9543022466,0.5940824168,0.5994270259,1.231762072,0.756955108,0.589443151,1.182457538,0.6106277763,,,,,,,,,,,,,,,,,,,,,,,,,,